vx	vy	vz	score	numLines
-0.97518290	-0.22140080	-0.00001682	1980.18	222
-0.13030835	0.99146784	0.00335424	1414.80	194
0.85097435	0.52520467	0.00164768	1035.04	182

nLines	x1	y1	x2	y2	length
	71.08	186.05	77.67	187.39	6.73
	324.86	202.17	314.34	199.11	10.96
	447.98	186.87	456.82	189.38	9.19
	141.20	188.19	144.71	188.88	3.58
	618.79	188.46	626.06	189.90	7.41
	468.01	191.42	475.01	192.58	7.10
	17.07	194.81	25.00	197.01	8.23
	253.91	197.31	262.00	198.99	8.26
	13.00	198.15	26.99	201.55	14.40
	569.03	202.01	573.35	202.84	4.40
	253.09	202.72	262.01	204.67	9.13
	12.03	203.87	20.85	205.80	9.03
	66.43	205.50	70.97	206.74	4.71
	229.00	205.93	244.91	209.51	16.31
	148.86	215.08	194.90	227.30	47.64
	255.00	215.53	273.92	219.20	19.27
	187.07	220.21	181.00	219.16	6.16
	581.97	223.34	590.91	225.25	9.15
	220.01	230.84	212.01	228.89	8.24
	353.94	227.66	358.99	229.04	5.23
	259.02	228.93	264.99	230.10	6.08
	486.02	228.95	497.02	231.81	11.37
	608.05	228.81	611.98	229.51	3.99
	148.11	229.81	155.97	231.68	8.07
	245.01	230.53	258.86	234.46	14.40
	146.72	237.95	151.88	238.90	5.24
	194.09	251.14	175.00	248.01	19.35
	358.00	244.15	348.96	242.08	9.27
	239.01	240.61	242.95	241.76	4.10
	127.01	242.36	169.00	251.40	42.95
	313.00	242.01	330.99	245.19	18.28
	232.07	244.78	237.96	246.06	6.03
	255.87	250.93	289.95	258.18	34.84
	288.99	269.79	252.01	261.96	37.80
	269.00	244.53	281.88	247.58	13.23
	311.17	246.65	323.99	249.04	13.04
	324.99	254.94	312.04	252.33	13.20
	201.04	250.79	211.06	252.90	10.24
	194.10	254.28	225.95	259.21	32.22
	229.07	265.41	238.98	268.07	10.26
	586.00	255.98	576.12	253.11	10.29
	242.08	252.71	248.02	253.92	6.06
	599.01	252.70	609.96	255.52	11.31
	178.03	254.13	182.99	255.04	5.04
	203.92	259.77	214.99	262.28	11.34
	298.31	258.86	339.91	269.55	42.95
	430.66	261.35	445.99	264.99	15.76
	219.04	262.77	227.00	264.67	8.19
	22.07	284.34	29.99	286.03	8.10
	168.05	266.68	181.98	269.18	14.15
	242.00	266.99	260.33	271.59	18.90
	83.94	269.42	95.97	272.07	12.32
	420.95	269.20	436.22	271.71	15.48
	144.40	271.04	148.99	271.92	4.68
	181.96	282.20	188.00	283.45	6.17
	184.98	270.57	197.05	272.90	12.29
	335.00	282.48	296.62	272.71	39.60
	124.99	274.19	138.92	276.62	14.15
	278.99	274.50	289.17	276.59	10.40
	649.00	273.92	662.44	277.61	13.94
	250.03	280.65	246.31	279.71	3.84
	102.86	277.24	110.93	279.30	8.33
	298.00	277.98	347.08	289.87	50.51
	506.14	281.02	511.99	282.12	5.96
	542.98	281.14	546.98	282.07	4.11
	107.36	282.22	124.83	285.59	17.79
	92.00	295.00	47.01	284.63	46.17
	244.86	283.32	263.36	287.45	18.95
	518.02	286.82	527.32	288.69	9.49
	127.92	286.56	136.97	288.10	9.18
	31.91	286.68	46.97	291.07	15.69
	227.03	286.66	236.28	288.60	9.45
	550.72	289.36	554.79	290.41	4.20
	594.98	289.51	608.99	291.66	14.18
	15.96	291.23	61.92	301.68	47.14
	158.06	292.25	206.01	304.97	49.61
	48.02	293.36	53.00	294.39	5.09
	111.21	292.75	126.84	296.39	16.05
	519.35	293.11	532.00	295.14	12.81
	221.12	293.89	229.90	295.33	8.90
	247.00	295.00	262.27	298.61	15.70
	4.05	295.37	23.01	299.74	19.45
	291.01	299.33	318.97	305.62	28.65
	540.96	299.35	548.88	301.15	8.12
	4.03	299.62	11.02	301.43	7.22
	25.95	301.57	81.01	311.99	56.04
	167.13	302.12	183.10	306.66	16.61
	83.01	304.49	86.92	305.10	3.96
	28.05	305.80	56.04	310.17	28.32
	325.24	307.42	340.03	311.14	15.25
	246.94	308.16	250.96	309.03	4.12
	185.86	308.78	190.99	309.75	5.22
	258.98	310.51	265.89	311.83	7.03
	589.04	311.47	592.98	312.09	3.99
	59.10	311.76	121.00	325.45	63.39
	242.86	312.44	273.97	318.63	31.72
	216.02	320.31	242.96	325.24	27.39
	237.00	314.96	242.11	315.92	5.19
	627.98	315.05	632.95	316.29	5.12
	4.06	317.29	141.00	349.01	140.57
	141.96	349.23	148.98	351.05	7.26
	433.71	317.38	436.80	318.18	3.19
	471.23	319.11	481.80	320.99	10.73
	106.98	320.33	118.00	321.98	11.14
	348.22	321.37	367.72	325.26	19.89
	136.05	321.37	143.01	322.64	7.07
	337.03	323.63	328.02	322.14	9.13
	455.06	321.75	462.95	323.15	8.01
	341.11	325.27	345.97	326.09	4.93
	132.12	325.50	143.18	327.59	11.26
	355.85	326.73	364.01	328.20	8.29
	157.02	326.87	189.02	333.95	32.77
	190.00	330.99	178.02	328.44	12.25
	243.08	326.73	266.97	333.64	24.87
	331.81	327.19	335.97	328.30	4.31
	132.09	327.74	146.91	331.29	15.24
	421.96	327.78	434.03	331.19	12.54
	311.01	328.99	315.93	330.43	5.12
	444.09	328.86	453.89	330.70	9.98
	417.06	330.25	420.22	331.02	3.25
	579.09	331.30	591.17	333.85	12.35
	163.98	333.44	184.91	338.22	21.48
	153.08	333.71	170.00	336.94	17.22
	330.02	333.66	334.18	334.53	4.25
	568.00	334.88	603.79	342.34	36.56
	198.93	335.59	251.01	347.78	53.49
	622.96	335.92	627.01	336.98	4.19
	304.03	336.50	321.99	340.06	18.30
	416.01	340.50	423.01	341.69	7.10
	51.97	347.07	60.02	349.36	8.37
	294.08	341.80	330.02	349.94	36.85
	447.05	341.65	451.93	342.61	4.97
	219.99	345.49	236.00	348.02	16.20
	373.36	345.65	378.02	346.95	4.83
	586.07	346.25	589.88	347.27	3.94
	641.03	347.33	648.14	348.78	7.26
	254.18	348.67	261.99	350.29	7.97
	308.06	350.48	325.19	354.82	17.67
	396.02	350.28	408.14	352.24	12.27
	442.97	353.35	447.00	354.07	4.09
	635.90	353.20	639.96	354.40	4.24
	646.75	352.87	652.01	354.05	5.39
	24.52	358.49	28.65	359.64	4.29
194
	81.92	3.99	70.90	29.95	28.21
	85.93	3.96	63.07	57.03	57.79
	91.88	3.94	69.78	54.91	55.56
	95.65	4.04	88.24	20.91	18.43
	118.39	3.96	107.37	27.15	25.67
	333.96	3.67	329.15	7.12	5.92
	354.99	5.59	357.74	3.76	3.30
	64.27	18.91	55.83	39.92	22.64
	224.17	27.19	221.21	30.44	4.40
	73.59	51.85	83.93	30.99	23.29
	53.60	34.27	50.20	45.10	11.35
	66.16	40.06	61.85	49.93	10.77
	344.91	44.98	349.91	41.35	6.18
	48.01	52.01	36.71	79.93	30.13
	409.83	51.92	416.97	48.57	7.88
	444.93	60.21	456.02	55.40	12.09
	398.88	55.29	396.05	56.88	3.25
	25.62	56.87	23.28	63.91	7.42
	92.45	56.83	89.90	61.86	5.64
	395.95	59.39	390.85	61.84	5.66
	60.62	60.28	58.12	67.04	7.21
	514.06	62.31	520.39	60.12	6.69
	605.95	63.43	611.00	61.87	5.29
	67.02	63.01	64.30	68.91	6.49
	84.90	75.98	78.05	87.07	13.03
	34.90	121.02	56.92	70.92	54.73
	373.64	75.04	379.08	72.04	6.21
	564.91	72.34	561.00	74.02	4.26
	61.56	73.05	53.30	91.93	20.61
	513.56	76.48	520.04	73.94	6.96
	75.05	83.04	77.49	78.99	4.72
	453.66	80.77	458.04	79.07	4.70
	38.89	86.92	34.90	95.95	9.88
	388.01	88.46	377.95	92.62	10.89
	211.35	90.72	205.84	94.80	6.86
	17.08	119.04	4.46	156.42	39.45
	353.00	93.00	334.50	102.63	20.86
	53.12	94.14	40.02	123.02	31.72
	256.17	112.06	247.00	117.50	10.67
	459.08	97.50	462.70	95.80	4.00
	56.88	123.95	68.94	98.96	27.75
	75.32	98.33	69.47	109.99	13.04
	382.95	106.27	393.00	102.46	10.75
	52.65	101.81	43.07	124.03	24.19
	617.36	106.47	628.01	103.21	11.14
	294.75	107.67	299.92	104.77	5.93
	336.98	105.57	280.10	133.67	63.44
	37.56	107.22	31.89	118.96	13.03
	344.02	114.13	349.80	111.66	6.29
	303.01	114.01	277.93	128.43	28.92
	630.01	116.57	635.35	115.41	5.46
	339.14	117.23	333.04	120.13	6.75
	195.04	122.14	200.01	118.72	6.03
	278.97	123.93	283.02	121.80	4.58
	330.10	122.20	324.00	124.99	6.71
	33.60	123.00	29.84	131.82	9.59
	38.86	125.93	26.69	153.18	29.85
	180.28	130.99	187.90	125.60	9.33
	260.61	126.05	251.85	130.79	9.96
	320.95	126.93	314.92	129.59	6.59
	300.93	131.40	307.44	128.41	7.16
	18.57	129.88	15.51	141.01	11.54
	26.09	133.04	18.63	152.32	20.67
	29.13	134.11	3.85	192.94	64.04
	231.04	138.09	235.71	135.55	5.31
	175.79	137.11	172.19	139.51	4.32
	244.35	152.94	268.94	139.26	28.14
	613.00	140.69	617.00	140.00	4.06
	350.12	149.35	365.96	142.56	17.23
	183.81	170.66	230.41	145.61	52.91
	602.21	146.55	605.94	145.86	3.79
	231.88	151.89	204.00	169.00	32.71
	44.51	148.35	41.74	152.92	5.34
	161.96	157.98	157.61	160.64	5.10
	3.32	206.69	24.58	158.04	53.09
	254.08	154.24	250.03	156.10	4.46
	292.65	156.34	289.18	158.00	3.85
	482.53	160.67	477.91	162.19	4.86
	554.00	157.97	539.75	160.26	14.43
	15.15	159.09	3.63	183.77	27.24
	204.97	171.32	221.00	163.01	18.06
	25.64	162.88	12.30	195.14	34.92
	582.05	165.03	589.05	163.32	7.21
	175.98	168.06	181.32	164.88	6.22
	151.02	173.02	163.95	164.89	15.28
	304.17	168.82	312.05	166.31	8.26
	179.11	173.66	143.16	193.25	40.94
	460.12	172.20	471.01	168.84	11.39
	327.08	171.07	324.09	172.32	3.24
	417.15	173.76	420.13	173.12	3.04
	256.95	175.84	262.14	173.80	5.57
	485.07	173.48	481.00	174.59	4.21
	164.00	174.00	160.23	176.48	4.51
	458.61	178.37	474.99	174.60	16.81
	204.03	188.31	228.07	176.59	26.74
	146.47	199.51	176.98	183.48	34.47
	245.00	185.00	251.03	182.62	6.48
	528.10	188.90	536.52	186.93	8.65
	456.03	194.55	463.04	192.61	7.28
	189.16	200.32	193.99	198.11	5.31
	459.98	197.86	466.95	196.86	7.04
	502.33	200.93	505.75	200.36	3.46
	484.92	205.34	489.89	204.32	5.07
	308.98	207.41	313.98	205.96	5.21
	296.96	218.58	305.00	217.02	8.18
	531.05	213.76	535.06	213.14	4.06
	247.89	217.64	253.99	215.64	6.42
	541.53	221.48	547.98	220.91	6.47
	497.49	222.85	501.71	222.55	4.23
	607.88	223.92	601.01	224.97	6.95
	167.18	226.47	173.03	224.88	6.06
	470.00	227.99	479.32	226.50	9.44
	294.98	228.26	290.69	229.29	4.41
	584.93	228.30	588.96	227.85	4.05
	469.06	232.46	472.93	231.86	3.92
	349.34	234.02	352.83	233.35	3.55
	305.93	237.97	299.87	239.12	6.16
	257.98	236.06	267.09	234.68	9.21
	504.95	237.57	515.00	236.96	10.06
	582.74	236.42	591.98	235.84	9.26
	107.00	238.35	101.98	240.44	5.44
	89.95	245.88	95.79	243.47	6.31
	517.12	264.74	512.99	264.91	4.13
	542.37	250.78	548.95	249.97	6.63
	553.00	250.99	557.08	250.54	4.10
	292.07	258.43	297.92	257.41	5.94
	526.91	269.72	532.91	269.82	6.00
	3.99	272.98	23.95	263.92	21.92
	604.01	266.96	618.45	265.55	14.51
	572.05	268.36	562.18	269.46	9.93
	269.99	273.08	279.96	272.14	10.01
	267.35	298.71	275.00	298.66	7.65
	444.15	274.88	455.98	274.51	11.84
	85.01	277.08	95.36	275.94	10.42
	208.00	277.21	214.95	277.18	6.95
	47.48	280.67	54.91	279.10	7.60
	199.97	283.10	204.14	283.12	4.17
	268.89	282.77	272.02	282.85	3.13
	342.09	285.21	347.99	285.08	5.91
	581.03	286.79	588.73	286.34	7.71
	161.00	288.54	170.92	288.49	9.92
	213.99	300.00	208.01	300.01	5.98
	353.08	289.77	362.99	290.08	9.91
	468.02	291.52	473.09	291.82	5.08
	254.95	292.19	259.61	292.32	4.66
	269.03	291.77	273.11	291.66	4.08
	511.96	291.91	518.00	292.05	6.05
	124.28	299.41	146.13	298.96	21.86
	411.00	298.02	415.00	298.11	4.00
	273.00	304.04	286.99	304.00	14.00
	25.95	301.57	81.01	311.99	56.04
	523.09	302.45	529.94	302.89	6.87
	595.98	302.95	600.96	303.07	4.98
	449.02	303.95	452.95	303.81	3.92
	28.05	305.80	56.04	310.17	28.32
	573.04	309.21	591.07	308.67	18.04
	224.90	309.26	239.06	310.29	14.20
	420.42	310.58	448.84	312.29	28.47
	59.10	311.76	121.00	325.45	63.39
	526.06	311.79	530.01	312.10	3.96
	84.91	315.69	92.88	316.45	8.01
	102.95	314.61	116.17	316.52	13.36
	536.55	316.66	552.95	316.43	16.40
	230.35	316.54	235.01	316.86	4.67
	141.96	349.23	148.98	351.05	7.26
	565.08	318.75	578.85	319.30	13.79
	106.98	320.33	118.00	321.98	11.14
	136.05	321.37	143.01	322.64	7.07
	279.01	322.75	292.99	323.60	14.00
	468.28	326.97	461.95	326.88	6.34
	552.15	324.51	565.86	324.76	13.71
	576.09	323.81	581.98	324.26	5.91
	132.12	325.50	143.18	327.59	11.26
	157.02	326.87	189.02	333.95	32.77
	190.00	330.99	178.02	328.44	12.25
	132.09	327.74	146.91	331.29	15.24
	499.47	331.50	504.81	331.53	5.35
	163.98	333.44	184.91	338.22	21.48
	153.08	333.71	170.00	336.94	17.22
	643.99	335.60	651.93	336.06	7.96
	198.93	335.59	251.01	347.78	53.49
	3.83	339.17	17.45	353.52	19.79
	416.01	340.50	423.01	341.69	7.10
	329.93	341.64	334.00	342.00	4.08
	285.18	350.87	289.89	351.56	4.76
	219.99	345.49	236.00	348.02	16.20
	412.31	345.70	419.98	346.77	7.75
	436.77	347.34	442.42	347.58	5.65
	462.94	352.97	467.96	353.20	5.03
	254.18	348.67	261.99	350.29	7.97
	396.02	350.28	408.14	352.24	12.27
	442.97	353.35	447.00	354.07	4.09
	465.94	358.35	472.00	358.98	6.09
	329.95	359.09	336.08	359.74	6.17
182
	301.44	5.52	335.37	57.79	62.32
	471.17	27.98	474.66	47.00	19.34
	496.19	31.93	497.10	43.05	11.16
	137.01	40.45	132.16	36.76	6.10
	341.20	52.86	359.32	80.10	32.72
	506.72	36.93	507.77	54.07	17.17
	523.74	60.93	522.57	101.87	40.95
	485.93	46.04	486.44	56.01	9.98
	376.81	51.06	382.51	61.00	11.45
	474.49	51.65	479.05	73.98	22.79
	334.47	53.36	342.20	65.87	14.70
	528.16	56.01	528.23	59.99	3.98
	563.74	56.04	563.04	60.05	4.07
	89.04	62.42	80.38	57.98	9.73
	166.23	57.84	188.98	74.03	27.92
	383.53	63.59	387.74	71.24	8.74
	487.00	65.00	487.32	71.08	6.09
	512.71	76.79	513.60	90.99	14.23
	345.82	70.15	349.76	75.86	6.93
	487.46	72.85	490.02	94.00	21.30
	501.90	74.06	504.15	105.98	32.00
	478.01	77.00	482.76	107.09	30.46
	364.95	87.61	372.74	98.89	13.71
	119.34	89.68	128.77	94.57	10.62
	79.01	91.40	101.23	102.83	24.99
	246.01	118.03	237.49	112.47	10.18
	107.02	96.33	119.86	103.22	14.57
	189.02	96.29	192.77	99.23	4.76
	490.22	96.96	490.69	106.01	9.07
	518.85	97.02	519.12	101.98	4.98
	362.12	97.87	374.64	115.63	21.72
	181.93	100.82	185.22	103.18	4.05
	188.85	103.22	198.97	110.11	12.25
	376.30	102.80	381.67	110.67	9.53
	448.49	102.59	450.86	109.85	7.63
	227.98	106.01	233.10	109.92	6.44
	209.84	108.05	213.00	110.01	3.72
	186.94	109.10	191.98	112.15	5.90
	516.55	110.06	516.53	118.11	8.05
	563.84	117.95	562.90	121.93	4.09
	101.08	118.90	117.00	125.99	17.43
	379.07	120.98	386.92	131.12	12.83
	617.42	121.95	615.62	126.02	4.45
	362.14	122.50	379.25	146.89	29.79
	138.07	124.86	142.85	127.30	5.36
	391.06	124.96	414.59	165.34	46.74
	398.02	125.99	415.00	151.97	31.03
	386.96	132.00	396.38	144.65	15.77
	133.96	134.18	140.08	136.78	6.64
	78.77	135.71	85.94	138.27	7.61
	90.95	139.20	96.10	141.32	5.57
	100.02	143.78	120.02	152.39	21.78
	85.95	144.58	101.96	152.06	17.67
	432.53	147.00	434.65	151.04	4.56
	627.30	148.99	623.95	153.98	6.01
	381.28	148.16	384.73	153.16	6.07
	350.35	150.45	365.07	164.97	20.67
	598.05	150.04	593.55	160.35	11.25
	108.95	154.07	116.01	156.97	7.64
	127.05	151.31	134.94	154.09	8.36
	440.93	151.04	443.13	156.17	5.58
	487.66	150.95	489.25	165.28	14.41
	618.89	152.18	616.03	156.86	5.49
	113.99	161.81	103.69	158.45	10.83
	83.00	154.47	92.88	158.29	10.60
	481.97	157.01	482.79	159.90	3.00
	86.73	159.60	107.02	166.89	21.56
	409.60	161.93	414.03	167.97	7.49
	76.95	170.11	83.87	172.34	7.27
	395.35	170.07	401.50	177.53	9.66
	560.44	169.79	558.81	175.91	6.33
	580.97	175.99	582.18	173.13	3.10
	421.77	173.26	426.98	182.03	10.20
	85.82	173.52	94.07	175.87	8.58
	384.99	178.51	389.29	182.61	5.94
	447.12	178.86	448.78	181.97	3.53
	72.07	181.49	79.89	184.17	8.26
	111.97	189.68	118.99	192.06	7.41
	394.98	190.04	398.40	194.09	5.31
	80.07	191.90	91.04	195.78	11.63
	202.94	192.04	205.87	193.46	3.25
	435.84	192.15	438.28	196.53	5.01
	576.81	200.30	580.70	192.63	8.60
	17.07	194.81	25.00	197.01	8.23
	13.00	198.15	26.99	201.55	14.40
	278.99	197.86	283.81	199.98	5.26
	174.84	218.50	170.00	216.99	5.07
	565.96	208.99	568.38	202.97	6.49
	433.96	202.02	440.72	211.92	11.99
	12.03	203.87	20.85	205.80	9.03
	66.43	205.50	70.97	206.74	4.71
	455.42	210.48	459.67	218.30	8.90
	249.52	212.47	253.00	214.01	3.80
	148.86	215.08	194.90	227.30	47.64
	418.91	216.23	421.90	219.25	4.26
	582.42	216.03	578.98	221.86	6.77
	326.04	220.92	329.79	222.68	4.14
	550.85	230.95	545.52	242.99	13.16
	458.17	227.90	473.08	251.99	28.33
	556.58	222.08	553.35	229.68	8.26
	244.96	223.18	247.80	224.14	3.01
	443.92	223.07	450.13	231.30	10.31
	452.83	228.08	449.55	222.99	6.06
	123.87	224.79	142.97	230.73	20.00
	220.01	230.84	212.01	228.89	8.24
	313.97	227.53	326.99	233.02	14.13
	148.11	229.81	155.97	231.68	8.07
	245.01	230.53	258.86	234.46	14.40
	488.17	231.84	489.70	236.05	4.48
	318.65	234.97	326.91	238.52	8.99
	146.72	237.95	151.88	238.90	5.24
	194.09	251.14	175.00	248.01	19.35
	249.06	239.49	252.67	240.63	3.79
	239.01	240.61	242.95	241.76	4.10
	127.01	242.36	169.00	251.40	42.95
	590.91	241.91	586.07	247.17	7.15
	438.14	243.27	445.79	250.85	10.76
	260.09	244.14	266.02	246.22	6.29
	232.07	244.78	237.96	246.06	6.03
	255.87	250.93	289.95	258.18	34.84
	288.99	269.79	252.01	261.96	37.80
	269.00	244.53	281.88	247.58	13.23
	201.04	250.79	211.06	252.90	10.24
	194.10	254.28	225.95	259.21	32.22
	167.96	262.39	163.21	261.79	4.79
	242.08	252.71	248.02	253.92	6.06
	178.03	254.13	182.99	255.04	5.04
	203.92	259.77	214.99	262.28	11.34
	298.31	258.86	339.91	269.55	42.95
	551.23	266.00	554.05	261.10	5.66
	219.04	262.77	227.00	264.67	8.19
	472.03	265.91	489.52	287.93	28.12
	168.05	266.68	181.98	269.18	14.15
	242.00	266.99	260.33	271.59	18.90
	500.04	278.97	498.49	275.31	3.97
	538.98	268.98	537.05	273.05	4.50
	144.40	271.04	148.99	271.92	4.68
	161.98	271.28	172.95	272.30	11.02
	184.98	270.57	197.05	272.90	12.29
	335.00	282.48	296.62	272.71	39.60
	124.99	274.19	138.92	276.62	14.15
	278.99	274.50	289.17	276.59	10.40
	298.00	277.98	347.08	289.87	50.51
	491.94	278.03	495.93	284.08	7.24
	223.99	279.20	236.94	281.14	13.10
	173.17	280.77	178.01	281.35	4.88
	33.99	284.53	38.00	285.01	4.03
	459.98	285.03	464.02	287.12	4.55
	213.99	300.00	208.01	300.01	5.98
	549.02	288.01	544.75	292.09	5.91
	111.99	289.43	120.98	290.03	9.01
	121.98	290.93	126.68	291.18	4.70
	129.23	292.29	133.78	292.56	4.55
	362.91	297.80	369.86	298.75	7.01
	273.00	304.04	286.99	304.00	14.00
	506.73	299.95	508.59	303.46	3.97
	17.06	304.25	25.00	303.98	7.95
	414.41	305.45	433.05	307.96	18.80
	507.96	307.02	512.20	312.93	7.27
	224.90	309.26	239.06	310.29	14.20
	541.00	310.09	545.00	308.98	4.16
	420.42	310.58	448.84	312.29	28.47
	536.55	316.66	552.95	316.43	16.40
	230.35	316.54	235.01	316.86	4.67
	130.98	318.08	140.91	317.91	9.93
	565.08	318.75	578.85	319.30	13.79
	314.62	323.56	311.02	323.71	3.60
	576.09	323.81	581.98	324.26	5.91
	266.87	343.92	252.97	346.14	14.07
	528.00	325.64	544.02	333.25	17.73
	547.90	329.21	566.92	337.06	20.58
	579.09	331.30	591.17	333.85	12.35
	22.96	339.32	33.25	338.51	10.32
	283.00	342.62	293.11	341.77	10.15
	330.98	350.13	339.06	349.13	8.14
	450.01	345.92	456.82	343.64	7.18
	641.03	347.33	648.14	348.78	7.26
	430.93	351.92	425.00	354.03	6.30
	623.00	353.13	640.37	358.66	18.22
	635.90	353.20	639.96	354.40	4.24
	646.75	352.87	652.01	354.05	5.39
	112.12	359.32	132.96	356.69	21.00
